source,level,label,support,proportion_of_assignments
papers_with_code,level2_fine_grained,Service Composition,5,1.222e-05
papers_with_code,level2_fine_grained,Scientific Results Extraction,5,1.222e-05
papers_with_code,level2_fine_grained,Occupation prediction,5,1.222e-05
papers_with_code,level2_fine_grained,Riddle Sense,5,1.222e-05
papers_with_code,level2_fine_grained,Multimodal Sleep Stage Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Logical Sequence,5,1.222e-05
papers_with_code,level2_fine_grained,Emotion Recognition in Context,5,1.222e-05
papers_with_code,level2_fine_grained,Online Domain Adaptation,5,1.222e-05
papers_with_code,level2_fine_grained,Ancient Text Restoration,5,1.222e-05
papers_with_code,level2_fine_grained,Sequential Place Recognition,5,1.222e-05
papers_with_code,level2_fine_grained,Unsupervised Landmark Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Unsupervised Opinion Summarization,5,1.222e-05
papers_with_code,level2_fine_grained,Anomaly Detection in Edge Streams,5,1.222e-05
papers_with_code,level2_fine_grained,Open Intent Discovery,5,1.222e-05
papers_with_code,level2_fine_grained,Text-to-Face Generation,5,1.222e-05
papers_with_code,level2_fine_grained,Hypergraph Matching,5,1.222e-05
papers_with_code,level2_fine_grained,FLUE,5,1.222e-05
papers_with_code,level2_fine_grained,Multi-Choice MRC,5,1.222e-05
papers_with_code,level2_fine_grained,Radar odometry,5,1.222e-05
papers_with_code,level2_fine_grained,3D Point Cloud Data Augmentation,5,1.222e-05
papers_with_code,level2_fine_grained,Face Age Editing,5,1.222e-05
papers_with_code,level2_fine_grained,Vehicle Speed Estimation,5,1.222e-05
papers_with_code,level2_fine_grained,Classification Of Breast Cancer Histology Images,5,1.222e-05
papers_with_code,level2_fine_grained,Organ Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Document Text Classification,5,1.222e-05
papers_with_code,level2_fine_grained,Multimodal Text and Image Classification,5,1.222e-05
papers_with_code,level2_fine_grained,Learning with coarse labels,5,1.222e-05
papers_with_code,level2_fine_grained,Counterfactual Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Visually Guided Sound Source Separation,5,1.222e-05
papers_with_code,level2_fine_grained,Kidney Function,5,1.222e-05
papers_with_code,level2_fine_grained,Hypergraph representations,5,1.222e-05
papers_with_code,level2_fine_grained,Columns Property Annotation,5,1.222e-05
papers_with_code,level2_fine_grained,Weakly-Supervised Named Entity Recognition,5,1.222e-05
papers_with_code,level2_fine_grained,Data Ablation,5,1.222e-05
papers_with_code,level2_fine_grained,Age and Gender Estimation,5,1.222e-05
papers_with_code,level2_fine_grained,Accident Anticipation,5,1.222e-05
papers_with_code,level2_fine_grained,Long Term Anticipation,5,1.222e-05
papers_with_code,level2_fine_grained,Elementary Mathematics,5,1.222e-05
papers_with_code,level2_fine_grained,Voice Similarity,5,1.222e-05
papers_with_code,level2_fine_grained,Lay Summarization,5,1.222e-05
papers_with_code,level2_fine_grained,Spoken Command Recognition,5,1.222e-05
papers_with_code,level2_fine_grained,EEG Denoising,5,1.222e-05
papers_with_code,level2_fine_grained,Security Studies,5,1.222e-05
papers_with_code,level2_fine_grained,Cross-Lingual Paraphrase Identification,5,1.222e-05
papers_with_code,level2_fine_grained,Overlapped 100-10,5,1.222e-05
papers_with_code,level2_fine_grained,Overlapped 100-50,5,1.222e-05
papers_with_code,level2_fine_grained,Overlapped 50-50,5,1.222e-05
papers_with_code,level2_fine_grained,Transferability,5,1.222e-05
papers_with_code,level2_fine_grained,3D Point Cloud Interpolation,5,1.222e-05
papers_with_code,level2_fine_grained,Split-CIFAR-10,5,1.222e-05
papers_with_code,level2_fine_grained,Medical Procedure,5,1.222e-05
papers_with_code,level2_fine_grained,Animated GIF Generation,5,1.222e-05
papers_with_code,level2_fine_grained,TDC ADMET Benchmarking Group,5,1.222e-05
papers_with_code,level2_fine_grained,Landmark Tracking,5,1.222e-05
papers_with_code,level2_fine_grained,Dynamic Community Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Phone-level pronunciation scoring,5,1.222e-05
papers_with_code,level2_fine_grained,Skill Mastery,5,1.222e-05
papers_with_code,level2_fine_grained,3D Shape Reconstruction from Videos,5,1.222e-05
papers_with_code,level2_fine_grained,Zero-Shot Environment Sound Classification,5,1.222e-05
papers_with_code,level2_fine_grained,Abstract generation,5,1.222e-05
papers_with_code,level2_fine_grained,Flood extent forecasting,5,1.222e-05
papers_with_code,level2_fine_grained,Open Set Action Recognition,5,1.222e-05
papers_with_code,level2_fine_grained,Retrieval-augmented Few-shot In-context Audio Captioning,5,1.222e-05
papers_with_code,level2_fine_grained,Autism detection,5,1.222e-05
papers_with_code,level2_fine_grained,multi-view detection,5,1.222e-05
papers_with_code,level2_fine_grained,Pitch control,5,1.222e-05
papers_with_code,level2_fine_grained,Class-agnostic Object Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Fill Mask,5,1.222e-05
papers_with_code,level2_fine_grained,Multiview Clustering,5,1.222e-05
papers_with_code,level2_fine_grained,Motion Disentanglement,5,1.222e-05
papers_with_code,level2_fine_grained,Zero-Shot Action Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Depth Anomaly Detection and Segmentation,5,1.222e-05
papers_with_code,level2_fine_grained,Epistemic Reasoning,5,1.222e-05
papers_with_code,level2_fine_grained,Logical Fallacy Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Logic Grid Puzzle,5,1.222e-05
papers_with_code,level2_fine_grained,"Initial Structure to Relaxed Energy (IS2RE), Direct",5,1.222e-05
papers_with_code,level2_fine_grained,TGIF-Action,5,1.222e-05
papers_with_code,level2_fine_grained,TGIF-Transition,5,1.222e-05
papers_with_code,level2_fine_grained,AUDIO-VISUAL QUESTION ANSWERING (MUSIC-AVQA-v2.0),5,1.222e-05
papers_with_code,level2_fine_grained,Mistake Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Few-Shot Audio Classification,5,1.222e-05
papers_with_code,level2_fine_grained,Genome Understanding,5,1.222e-05
papers_with_code,level2_fine_grained,Graph Outlier Detection,5,1.222e-05
papers_with_code,level2_fine_grained,Temporal/Casual QA,5,1.222e-05
papers_with_code,level2_fine_grained,Continual Self-Supervised Learning,5,1.222e-05
papers_with_code,level2_fine_grained,Partially Relevant Video Retrieval,5,1.222e-05
papers_with_code,level2_fine_grained,Source-free Domain Generalization,5,1.222e-05
papers_with_code,level2_fine_grained,Hypergraph Contrastive Learning,5,1.222e-05
papers_with_code,level2_fine_grained,Virtual Staining,5,1.222e-05
papers_with_code,level2_fine_grained,Dynamic Node Classification,5,1.222e-05
papers_with_code,level2_fine_grained,Splice Site Prediction,5,1.222e-05
papers_with_code,level2_fine_grained,Synthetic Image Attribution,5,1.222e-05
papers_with_code,level2_fine_grained,Zero-shot Text to Audio Retrieval,5,1.222e-05
papers_with_code,level2_fine_grained,Semantic Shift Detection,5,1.222e-05
papers_with_code,level2_fine_grained,ENF (Electric Network Frequency) Extraction,5,1.222e-05
papers_with_code,level2_fine_grained,Zero-shot Classification (unified classes),5,1.222e-05
papers_with_code,level2_fine_grained,Simultaneous Speech-to-Speech Translation,5,1.222e-05
papers_with_code,level2_fine_grained,VCGBench-Diverse,5,1.222e-05
papers_with_code,level2_fine_grained,Music Performance Rendering,5,1.222e-05
papers_with_code,level2_fine_grained,Hint Generation,5,1.222e-05
papers_with_code,level2_fine_grained,Generative 3D Object Classification,5,1.222e-05
papers_with_code,level2_fine_grained,Simulated Gaussian Manipulation,5,1.222e-05
papers_with_code,level2_fine_grained,Cross-modal place recognition,5,1.222e-05
papers_with_code,level2_fine_grained,Drum Transcription,4,9.78e-06
papers_with_code,level2_fine_grained,Predict Future Video Frames,4,9.78e-06
papers_with_code,level2_fine_grained,Fine-Grained Vehicle Classification,4,9.78e-06
papers_with_code,level2_fine_grained,SQL-to-Text,4,9.78e-06
papers_with_code,level2_fine_grained,SNES Games,4,9.78e-06
papers_with_code,level2_fine_grained,UCCA Parsing,4,9.78e-06
papers_with_code,level2_fine_grained,Semantic Role Labeling (predicted predicates),4,9.78e-06
papers_with_code,level2_fine_grained,Fine-Grained Opinion Analysis,4,9.78e-06
papers_with_code,level2_fine_grained,Group Anomaly Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Object Detection In Indoor Scenes,4,9.78e-06
papers_with_code,level2_fine_grained,Local Community Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Multi-modal image segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Jpeg Compression Artifact Reduction,4,9.78e-06
papers_with_code,level2_fine_grained,Image Generation from Scene Graphs,4,9.78e-06
papers_with_code,level2_fine_grained,Classify 3D Point Clouds,4,9.78e-06
papers_with_code,level2_fine_grained,Myocardium Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Multi-Label Image Retrieval,4,9.78e-06
papers_with_code,level2_fine_grained,AI2 Reasoning Challenge,4,9.78e-06
papers_with_code,level2_fine_grained,Infant Brain Mri Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Face to Face Translation,4,9.78e-06
papers_with_code,level2_fine_grained,Multi-Label Classification Of Biomedical Texts,4,9.78e-06
papers_with_code,level2_fine_grained,Omniverse Isaac Gym,4,9.78e-06
papers_with_code,level2_fine_grained,Social Media Popularity Prediction,4,9.78e-06
papers_with_code,level2_fine_grained,Classification with Costly Features,4,9.78e-06
papers_with_code,level2_fine_grained,Online Beat Tracking,4,9.78e-06
papers_with_code,level2_fine_grained,Class-level Code Generation,4,9.78e-06
papers_with_code,level2_fine_grained,Unconstrained Lip-synchronization,4,9.78e-06
papers_with_code,level2_fine_grained,Point-interactive Image Colorization,4,9.78e-06
papers_with_code,level2_fine_grained,Semantic Image Matting,4,9.78e-06
papers_with_code,level2_fine_grained,Disease Trajectory Forecasting,4,9.78e-06
papers_with_code,level2_fine_grained,Morphological Disambiguation,4,9.78e-06
papers_with_code,level2_fine_grained,Vector Quantization (k-means problem),4,9.78e-06
papers_with_code,level2_fine_grained,Summarization,4,9.78e-06
papers_with_code,level2_fine_grained,Scene Labeling,4,9.78e-06
papers_with_code,level2_fine_grained,Face Transfer,4,9.78e-06
papers_with_code,level2_fine_grained,Melanoma Diagnosis,4,9.78e-06
papers_with_code,level2_fine_grained,Car Pose Estimation,4,9.78e-06
papers_with_code,level2_fine_grained,Leadership Inference,4,9.78e-06
papers_with_code,level2_fine_grained,Classification Of Variable Stars,4,9.78e-06
papers_with_code,level2_fine_grained,LV Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Surgical Gesture Recognition,4,9.78e-06
papers_with_code,level2_fine_grained,Raspberry Pi 3,4,9.78e-06
papers_with_code,level2_fine_grained,Protein Interface Prediction,4,9.78e-06
papers_with_code,level2_fine_grained,Visual Keyword Spotting,4,9.78e-06
papers_with_code,level2_fine_grained,All-day Semantic Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Explanatory Visual Question Answering,4,9.78e-06
papers_with_code,level2_fine_grained,Music Genre Transfer,4,9.78e-06
papers_with_code,level2_fine_grained,Image and Video Forgery Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Conversation Disentanglement,4,9.78e-06
papers_with_code,level2_fine_grained,X-Ray Diffraction (XRD),4,9.78e-06
papers_with_code,level2_fine_grained,Multi Class Text Classification,4,9.78e-06
papers_with_code,level2_fine_grained,Gait Identification,4,9.78e-06
papers_with_code,level2_fine_grained,Monocular 3D Object Localization,4,9.78e-06
papers_with_code,level2_fine_grained,Pose-Guided Image Generation,4,9.78e-06
papers_with_code,level2_fine_grained,Video Propagation,4,9.78e-06
papers_with_code,level2_fine_grained,satellite image super-resolution,4,9.78e-06
papers_with_code,level2_fine_grained,3D Geometry Perception,4,9.78e-06
papers_with_code,level2_fine_grained,Unsupervised Anomaly Detection with Specified Settings -- 0.1% anomaly,4,9.78e-06
papers_with_code,level2_fine_grained,Unsupervised Anomaly Detection with Specified Settings -- 10% anomaly,4,9.78e-06
papers_with_code,level2_fine_grained,Unsupervised Anomaly Detection with Specified Settings -- 1% anomaly,4,9.78e-06
papers_with_code,level2_fine_grained,Unsupervised Anomaly Detection with Specified Settings -- 20% anomaly,4,9.78e-06
papers_with_code,level2_fine_grained,Unsupervised Anomaly Detection with Specified Settings -- 30% anomaly,4,9.78e-06
papers_with_code,level2_fine_grained,Sequential skip prediction,4,9.78e-06
papers_with_code,level2_fine_grained,Knowledge Graphs Data Curation,4,9.78e-06
papers_with_code,level2_fine_grained,Fine-Grained Urban Flow Inference,4,9.78e-06
papers_with_code,level2_fine_grained,Clustering Multivariate Time Series,4,9.78e-06
papers_with_code,level2_fine_grained,Traffic Accident Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Learning Network Representations,4,9.78e-06
papers_with_code,level2_fine_grained,Weakly Supervised Action Segmentation (Transcript),4,9.78e-06
papers_with_code,level2_fine_grained,Steganographics,4,9.78e-06
papers_with_code,level2_fine_grained,Grasp Contact Prediction,4,9.78e-06
papers_with_code,level2_fine_grained,Gravitational Wave Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Chinese Sentiment Analysis,4,9.78e-06
papers_with_code,level2_fine_grained,WNLI,4,9.78e-06
papers_with_code,level2_fine_grained,Influence Approximation,4,9.78e-06
papers_with_code,level2_fine_grained,Entity Cross-Document Coreference Resolution,4,9.78e-06
papers_with_code,level2_fine_grained,Aspect-oriented Opinion Extraction,4,9.78e-06
papers_with_code,level2_fine_grained,Temporal Tagging,4,9.78e-06
papers_with_code,level2_fine_grained,Dialogue Rewriting,4,9.78e-06
papers_with_code,level2_fine_grained,3D Multi-Person Human Pose Estimation,4,9.78e-06
papers_with_code,level2_fine_grained,Facial Makeup Transfer,4,9.78e-06
papers_with_code,level2_fine_grained,3D Volumetric Reconstruction,4,9.78e-06
papers_with_code,level2_fine_grained,3D Pedestrian Tracking,4,9.78e-06
papers_with_code,level2_fine_grained,Game of Football,4,9.78e-06
papers_with_code,level2_fine_grained,Prosody Prediction,4,9.78e-06
papers_with_code,level2_fine_grained,Spatial Relation Recognition,4,9.78e-06
papers_with_code,level2_fine_grained,Pulmonary Embolism Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Multi-Modal Document Classification,4,9.78e-06
papers_with_code,level2_fine_grained,Thoracic Disease Classification,4,9.78e-06
papers_with_code,level2_fine_grained,Self-Organized Clustering,4,9.78e-06
papers_with_code,level2_fine_grained,Distance regression,4,9.78e-06
papers_with_code,level2_fine_grained,Transparent Object Depth Estimation,4,9.78e-06
papers_with_code,level2_fine_grained,Binary Relation Extraction,4,9.78e-06
papers_with_code,level2_fine_grained,Sequential Place Learning,4,9.78e-06
papers_with_code,level2_fine_grained,Single-Image Portrait Relighting,4,9.78e-06
papers_with_code,level2_fine_grained,Chinese Spell Checking,4,9.78e-06
papers_with_code,level2_fine_grained,Medical Concept Normalization,4,9.78e-06
papers_with_code,level2_fine_grained,Negation Scope Resolution,4,9.78e-06
papers_with_code,level2_fine_grained,Instance Shadow Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Historical Color Image Dating,4,9.78e-06
papers_with_code,level2_fine_grained,Weakly Supervised 3D Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Video-Adverb Retrieval,4,9.78e-06
papers_with_code,level2_fine_grained,Single-Image-Based Hdr Reconstruction,4,9.78e-06
papers_with_code,level2_fine_grained,Micro-Expression Spotting,4,9.78e-06
papers_with_code,level2_fine_grained,Overlapped 19-1,4,9.78e-06
papers_with_code,level2_fine_grained,Logical Reasoning Reading Comprehension,4,9.78e-06
papers_with_code,level2_fine_grained,Self-Supervised Person Re-Identification,4,9.78e-06
papers_with_code,level2_fine_grained,Mobile Security,4,9.78e-06
papers_with_code,level2_fine_grained,Unsupervised Text Classification,4,9.78e-06
papers_with_code,level2_fine_grained,Supervised Image Retrieval,4,9.78e-06
papers_with_code,level2_fine_grained,Automatic Modulation Recognition,4,9.78e-06
papers_with_code,level2_fine_grained,hyperspectral image clustering,4,9.78e-06
papers_with_code,level2_fine_grained,Part-aware Panoptic Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Geographic Question Answering,4,9.78e-06
papers_with_code,level2_fine_grained,Winowhy,4,9.78e-06
papers_with_code,level2_fine_grained,statistical independence testing,4,9.78e-06
papers_with_code,level2_fine_grained,Joint Demosaicing and Denoising,4,9.78e-06
papers_with_code,level2_fine_grained,Face Image Retrieval,4,9.78e-06
papers_with_code,level2_fine_grained,3D Bin Packing,4,9.78e-06
papers_with_code,level2_fine_grained,Blood Cell Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Audio declipping,4,9.78e-06
papers_with_code,level2_fine_grained,Cross-Domain Facial Expression Recognition,4,9.78e-06
papers_with_code,level2_fine_grained,Unsupervised Part Discovery,4,9.78e-06
papers_with_code,level2_fine_grained,Code Comment Generation,4,9.78e-06
papers_with_code,level2_fine_grained,Satire Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Camera Auto-Calibration,4,9.78e-06
papers_with_code,level2_fine_grained,Argument Pair Extraction (APE),4,9.78e-06
papers_with_code,level2_fine_grained,Dense contact estimation,4,9.78e-06
papers_with_code,level2_fine_grained,Fingertip Detection,4,9.78e-06
papers_with_code,level2_fine_grained,DNA analysis,4,9.78e-06
papers_with_code,level2_fine_grained,Brain Morphometry,4,9.78e-06
papers_with_code,level2_fine_grained,3D Human Pose Tracking,4,9.78e-06
papers_with_code,level2_fine_grained,point of interests,4,9.78e-06
papers_with_code,level2_fine_grained,Therapeutics Data Commons,4,9.78e-06
papers_with_code,level2_fine_grained,Production Forecasting,4,9.78e-06
papers_with_code,level2_fine_grained,ROI-based image generation,4,9.78e-06
papers_with_code,level2_fine_grained,Semantic Segmentation on ScanNet,4,9.78e-06
papers_with_code,level2_fine_grained,3D Facial Landmark Localization,4,9.78e-06
papers_with_code,level2_fine_grained,Valence Estimation,4,9.78e-06
papers_with_code,level2_fine_grained,Intent Classification and Slot Filling,4,9.78e-06
papers_with_code,level2_fine_grained,ObjectGoal Navigation,4,9.78e-06
papers_with_code,level2_fine_grained,Weakly Supervised Defect Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Zero-shot Event Extraction,4,9.78e-06
papers_with_code,level2_fine_grained,Semi-supervised time series classification,4,9.78e-06
papers_with_code,level2_fine_grained,Spectrum Cartography,4,9.78e-06
papers_with_code,level2_fine_grained,Long-Form Narrative Summarization,4,9.78e-06
papers_with_code,level2_fine_grained,Text-Based Stock Prediction,4,9.78e-06
papers_with_code,level2_fine_grained,Alzheimer's Detection,4,9.78e-06
papers_with_code,level2_fine_grained,3D Unsupervised Domain Adaptation,4,9.78e-06
papers_with_code,level2_fine_grained,Protein-Ligand Affinity Prediction,4,9.78e-06
papers_with_code,level2_fine_grained,Mitigating Contextual Bias,4,9.78e-06
papers_with_code,level2_fine_grained,Reading Order Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Cantilever Beam,4,9.78e-06
papers_with_code,level2_fine_grained,Aspect-Category-Opinion-Sentiment Quadruple Extraction,4,9.78e-06
papers_with_code,level2_fine_grained,Aspect Category Polarity,4,9.78e-06
papers_with_code,level2_fine_grained,New Product Sales Forecasting,4,9.78e-06
papers_with_code,level2_fine_grained,Zero Shot on BEIR (Inference Free Model),4,9.78e-06
papers_with_code,level2_fine_grained,Text-to-Shape Generation,4,9.78e-06
papers_with_code,level2_fine_grained,Class-Incremental Object Detection,4,9.78e-06
papers_with_code,level2_fine_grained,2D Panoptic Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Packet Loss Concealment,4,9.78e-06
papers_with_code,level2_fine_grained,Zero-shot Sentiment Classification,4,9.78e-06
papers_with_code,level2_fine_grained,Stroke Classification,4,9.78e-06
papers_with_code,level2_fine_grained,Full-body anonymization,4,9.78e-06
papers_with_code,level2_fine_grained,Analogical Similarity,4,9.78e-06
papers_with_code,level2_fine_grained,Causal Judgment,4,9.78e-06
papers_with_code,level2_fine_grained,Mathematical Induction,4,9.78e-06
papers_with_code,level2_fine_grained,Vietnamese Visual Question Answering,4,9.78e-06
papers_with_code,level2_fine_grained,Sequence-to-sequence Language Modeling,4,9.78e-06
papers_with_code,level2_fine_grained,Data Mining,4,9.78e-06
papers_with_code,level2_fine_grained,Profile Generation,4,9.78e-06
papers_with_code,level2_fine_grained,Visual Abductive Reasoning,4,9.78e-06
papers_with_code,level2_fine_grained,Relation Mapping,4,9.78e-06
papers_with_code,level2_fine_grained,Correlated Time Series Forecasting,4,9.78e-06
papers_with_code,level2_fine_grained,Boundary Captioning,4,9.78e-06
papers_with_code,level2_fine_grained,Few-Shot Stance Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Stereotypical Bias Analysis,4,9.78e-06
papers_with_code,level2_fine_grained,Vocal technique classification,4,9.78e-06
papers_with_code,level2_fine_grained,Logo Recognition,4,9.78e-06
papers_with_code,level2_fine_grained,Table-based Question Answering,4,9.78e-06
papers_with_code,level2_fine_grained,Spatial Token Mixer,4,9.78e-06
papers_with_code,level2_fine_grained,Library-Oriented Code Generation,4,9.78e-06
papers_with_code,level2_fine_grained,Multibehavior Recommendation,4,9.78e-06
papers_with_code,level2_fine_grained,point cloud video understanding,4,9.78e-06
papers_with_code,level2_fine_grained,Re-basin,4,9.78e-06
papers_with_code,level2_fine_grained,Burned Area Delineation,4,9.78e-06
papers_with_code,level2_fine_grained,Text Pair Classification,4,9.78e-06
papers_with_code,level2_fine_grained,3D Assembly,4,9.78e-06
papers_with_code,level2_fine_grained,Derendering,4,9.78e-06
papers_with_code,level2_fine_grained,Factual Inconsistency Detection in Chart Captioning,4,9.78e-06
papers_with_code,level2_fine_grained,Unsupervised Panoptic Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Prediction Of Occupancy Grid Maps,4,9.78e-06
papers_with_code,level2_fine_grained,Efficient Diffusion Personalization,4,9.78e-06
papers_with_code,level2_fine_grained,Zero-shot Text-to-Video Generation,4,9.78e-06
papers_with_code,level2_fine_grained,Music Question Answering,4,9.78e-06
papers_with_code,level2_fine_grained,Activation Function Synthesis,4,9.78e-06
papers_with_code,level2_fine_grained,3D Parameter-Efficient Fine-Tuning for Classification,4,9.78e-06
papers_with_code,level2_fine_grained,Audio-Visual Captioning,4,9.78e-06
papers_with_code,level2_fine_grained,Latent Diffusion Model for 3D,4,9.78e-06
papers_with_code,level2_fine_grained,Zero-shot skeleton-based action recognition,4,9.78e-06
papers_with_code,level2_fine_grained,Grounded Video Question Answering,4,9.78e-06
papers_with_code,level2_fine_grained,Zero-shot Audio Captioning,4,9.78e-06
papers_with_code,level2_fine_grained,3D Inpainting,4,9.78e-06
papers_with_code,level2_fine_grained,Human-Object Interaction Generation,4,9.78e-06
papers_with_code,level2_fine_grained,Feature Splatting,4,9.78e-06
papers_with_code,level2_fine_grained,Multimodel-guided image editing,4,9.78e-06
papers_with_code,level2_fine_grained,3D Object Detection (RoI),4,9.78e-06
papers_with_code,level2_fine_grained,Lidar Scene Completion,4,9.78e-06
papers_with_code,level2_fine_grained,Online Mistake Detection,4,9.78e-06
papers_with_code,level2_fine_grained,Marine Animal Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,AI and Safety,4,9.78e-06
papers_with_code,level2_fine_grained,Reasoning Video Object Segmentation,4,9.78e-06
papers_with_code,level2_fine_grained,Autonomous Web Navigation,4,9.78e-06
papers_with_code,level2_fine_grained,Streaming video understanding,4,9.78e-06
papers_with_code,level2_fine_grained,Virtual Try-Off,4,9.78e-06
papers_with_code,level2_fine_grained,Participant Intervention Comparison Outcome Extraction,3,7.33e-06
papers_with_code,level2_fine_grained,Memex Question Answering,3,7.33e-06
papers_with_code,level2_fine_grained,Task-Completion Dialogue Policy Learning,3,7.33e-06
papers_with_code,level2_fine_grained,Spatio-temporal Action Recognition,3,7.33e-06
papers_with_code,level2_fine_grained,Bird Audio Detection,3,7.33e-06
papers_with_code,level2_fine_grained,RF-based Pose Estimation,3,7.33e-06
papers_with_code,level2_fine_grained,Soil moisture estimation,3,7.33e-06
papers_with_code,level2_fine_grained,Video Forecasting,3,7.33e-06
papers_with_code,level2_fine_grained,Period Estimation,3,7.33e-06
papers_with_code,level2_fine_grained,Information Threading,3,7.33e-06
papers_with_code,level2_fine_grained,Speaker-Specific Lip to Speech Synthesis,3,7.33e-06
papers_with_code,level2_fine_grained,Object Segmentation,3,7.33e-06
papers_with_code,level2_fine_grained,Sequential Correlation Estimation,3,7.33e-06
papers_with_code,level2_fine_grained,Multimodal Attribute Value Extraction,3,7.33e-06
papers_with_code,level2_fine_grained,Automatic Liver And Tumor Segmentation,3,7.33e-06
papers_with_code,level2_fine_grained,Procedure Learning,3,7.33e-06
papers_with_code,level2_fine_grained,Arabic Speech Recognition,3,7.33e-06
papers_with_code,level2_fine_grained,Event Expansion,3,7.33e-06
papers_with_code,level2_fine_grained,Early Action Prediction,3,7.33e-06
papers_with_code,level2_fine_grained,Dependency Grammar Induction,3,7.33e-06
papers_with_code,level2_fine_grained,Weakly-Supervised Action Recognition,3,7.33e-06
papers_with_code,level2_fine_grained,Bangla Spelling Error Correction,3,7.33e-06
papers_with_code,level2_fine_grained,Pain Intensity Regression,3,7.33e-06
papers_with_code,level2_fine_grained,Defocus Estimation,3,7.33e-06
papers_with_code,level2_fine_grained,Query-Based Extractive Summarization,3,7.33e-06
papers_with_code,level2_fine_grained,MHC presentation prediction,3,7.33e-06
papers_with_code,level2_fine_grained,Cross-lingual zero-shot dependency parsing,3,7.33e-06
papers_with_code,level2_fine_grained,Dynamic Topic Modeling,3,7.33e-06
papers_with_code,level2_fine_grained,Pornography Detection,3,7.33e-06
papers_with_code,level2_fine_grained,Noisy Speech Recognition,3,7.33e-06
papers_with_code,level2_fine_grained,Active Object Localization,3,7.33e-06
papers_with_code,level2_fine_grained,Weakly-supervised panoptic segmentation,3,7.33e-06
papers_with_code,level2_fine_grained,Facies Classification,3,7.33e-06
papers_with_code,level2_fine_grained,KB-to-Language Generation,3,7.33e-06
papers_with_code,level2_fine_grained,Unsupervised Sentence Compression,3,7.33e-06
papers_with_code,level2_fine_grained,Multi-task Audio Source Seperation,3,7.33e-06
papers_with_code,level2_fine_grained,Landmine,3,7.33e-06
papers_with_code,level2_fine_grained,Information Extraction,3,7.33e-06
papers_with_code,level2_fine_grained,Local Color Enhancement,3,7.33e-06
papers_with_code,level2_fine_grained,Cross-Domain Iris Presentation Attack Detection,3,7.33e-06
papers_with_code,level2_fine_grained,Lossy-Compression Artifact Reduction,3,7.33e-06
papers_with_code,level2_fine_grained,Point Set Upsampling,3,7.33e-06
papers_with_code,level2_fine_grained,Semantic Part Detection,3,7.33e-06
papers_with_code,level2_fine_grained,Object Skeleton Detection,3,7.33e-06
papers_with_code,level2_fine_grained,Graph-To-Graph Translation,3,7.33e-06
papers_with_code,level2_fine_grained,Unsupervised Image Decomposition,3,7.33e-06
papers_with_code,level2_fine_grained,Reverse Style Transfer,3,7.33e-06
papers_with_code,level2_fine_grained,K-complex detection,3,7.33e-06
papers_with_code,level2_fine_grained,Sleep Arousal Detection,3,7.33e-06
papers_with_code,level2_fine_grained,Multi-Focus Microscopical Images Fusion,3,7.33e-06
papers_with_code,level2_fine_grained,Hierarchical Text Segmentation,3,7.33e-06
papers_with_code,level2_fine_grained,Real-to-Cartoon translation,3,7.33e-06
papers_with_code,level2_fine_grained,Handwritten Chinese Text Recognition,3,7.33e-06
papers_with_code,level2_fine_grained,Seismic Interpretation,3,7.33e-06
papers_with_code,level2_fine_grained,Scene-Aware Dialogue,3,7.33e-06
papers_with_code,level2_fine_grained,Chinese Sentence Pair Classification,3,7.33e-06
papers_with_code,level2_fine_grained,Game of Hanabi,3,7.33e-06
papers_with_code,level2_fine_grained,Clinical Language Translation,3,7.33e-06
papers_with_code,level2_fine_grained,Structural Node Embedding,3,7.33e-06
